Subject,Channel,Alpha Power,Beta Power,Theta Power,Delta Power
sub-014,T3,1.2845912148445689e-11,4.81118144162029e-12,3.539995570085515e-11,2.350170710499657e-10
sub-014,T4,1.2159081937198436e-11,4.3544509497518576e-12,3.437330392010078e-11,2.330550019938327e-10
sub-014,T5,1.2913140923565667e-11,4.8967832601524416e-12,3.518546845618118e-11,2.33548365851858e-10
sub-014,T6,1.251170068124801e-11,4.407865595542146e-12,3.447297220163138e-11,2.334936159827431e-10
sub-014,Fz,1.1220329078763458e-11,4.152010835036711e-12,3.3144352320162524e-11,2.3122904720971408e-10
sub-014,Cz,1.1771405703892039e-11,4.445386800636944e-12,3.322423282082532e-11,2.2695958579558575e-10
sub-014,Pz,1.194276046321587e-11,4.444788848198428e-12,3.364945382415597e-11,2.2905311174031607e-10
sub-015,Fp1,3.833579580540238e-12,9.917973129348453e-13,1.0088013787961806e-11,1.0446438413387252e-10
sub-015,Fp2,3.729460095389882e-12,1.2966047881100393e-12,1.0705705257969745e-11,1.1316691257606835e-10
sub-015,F3,3.2535715974330077e-12,6.53184198817658e-13,9.408688032819725e-12,9.563629574322009e-11
sub-015,F4,3.191446251151523e-12,6.943166908361406e-13,9.720667379122266e-12,9.697007567978922e-11
sub-015,C3,2.6023317132750695e-12,5.075963598267043e-13,8.964139608019984e-12,9.405527103850506e-11
sub-015,C4,2.528934721387677e-12,5.04102574605192e-13,9.124186148746698e-12,9.440184169947994e-11
sub-015,P3,6.44984757845553e-12,6.063658440998795e-13,9.742618582936646e-12,9.488619896010018e-11
sub-015,P4,5.064866365723063e-12,5.684376391622074e-13,9.463873790764468e-12,9.439345762177198e-11
sub-015,O1,9.784037657847676e-12,7.109045282533781e-13,1.028461780166343e-11,9.573826675319404e-11
sub-015,O2,1.056455900386823e-11,7.324033385461191e-13,1.0310141650552153e-11,9.58969487264695e-11
sub-015,F7,4.0049809551807246e-12,7.097036230555899e-13,9.910935961561878e-12,9.727809232522454e-11
sub-015,F8,3.964186895016128e-12,6.373019103155629e-13,1.0154513768986999e-11,1.0033157098003715e-10
sub-015,T3,5.3241468090237095e-12,6.100420319598286e-13,9.981185265462674e-12,9.562958994893781e-11
sub-015,T4,3.9681667961081405e-12,8.260098574505781e-13,9.901003139058861e-12,9.517321519555814e-11
sub-015,T5,1.3516666410432777e-11,7.204344548718878e-13,1.0986966528232084e-11,9.615253587825436e-11
sub-015,T6,9.826604670011198e-12,6.735925983749366e-13,1.041507747853886e-11,9.56040479732352e-11
sub-015,Fz,3.50469632096413e-12,5.763460263676532e-13,9.704686086930954e-12,9.598185638878466e-11
sub-015,Cz,2.9096955616688494e-12,5.058202976932769e-13,9.022687347183676e-12,9.417688145610338e-11
sub-015,Pz,6.060924710820604e-12,5.96574872857111e-13,9.430103450509417e-12,9.439323678517743e-11
sub-016,Fp1,5.780021954275452e-12,1.0859755764041315e-12,2.5949333619479122e-11,2.1942477569265675e-10
sub-016,Fp2,5.730943426839443e-12,1.0621863407899912e-12,2.6478295987722763e-11,2.0480627931054996e-10
sub-016,F3,7.609320964091714e-12,1.5497975950399637e-12,3.1398986275926384e-11,2.2740220406579603e-10
sub-016,F4,5.440713970798972e-12,9.405050788402797e-13,2.4373493787644574e-11,1.8991023688650942e-10
sub-016,C3,5.84419841810319e-12,9.385502408240071e-13,2.4718998220399094e-11,2.0484066360078858e-10
sub-016,C4,5.349371605572784e-12,9.165689695105437e-13,2.389118847658033e-11,1.772778582682884e-10
sub-016,P3,5.389621288128769e-12,9.050110595288172e-13,2.4106681988022407e-11,1.7604357854566435e-10
sub-016,P4,5.775297151550683e-12,9.858211738163025e-13,2.5673672227958065e-11,1.9809272207475634e-10
sub-016,O1,5.7403558527954945e-12,9.878616091419738e-13,2.5595294294877263e-11,1.8082734193722934e-10
sub-016,O2,6.128060320663154e-12,1.0845486430188278e-12,2.7605799366668073e-11,2.0613178008787453e-10
sub-016,F7,7.884160841549138e-11,2.6531842915280092e-11,4.737359099817721e-10,1.9563912453427305e-09
sub-016,F8,5.815170388321382e-12,1.0222159070653686e-12,2.5792320695209132e-11,2.0917466790161955e-10
sub-016,T3,5.713965526761663e-12,9.762035089827796e-13,2.510223609023087e-11,1.7694758571293623e-10
sub-016,T4,3.084613980071796e-10,1.3764911032265625e-10,7.90321497334984e-10,4.772548786579724e-09
sub-016,T5,5.606804986633556e-12,9.51716059500261e-13,2.489727005845047e-11,1.8857823017915756e-10
sub-016,T6,5.978089615111493e-12,1.0468884246535453e-12,2.6216879872846626e-11,1.8742685709847777e-10
sub-016,Fz,5.487060954111815e-12,9.244329327149777e-13,2.537204404002222e-11,1.7883211064443044e-10
sub-016,Cz,5.318451977628911e-12,9.125666349924049e-13,2.4088154196863368e-11,1.7990814844411696e-10
sub-016,Pz,5.422761448675458e-12,9.270520174345697e-13,2.4304378529628195e-11,1.7872761496249135e-10
sub-017,Fp1,3.4408768985699017e-12,7.157293455002273e-13,1.591639577004582e-11,1.5121920847038706e-10
sub-017,Fp2,3.364082073156311e-12,7.670528435120933e-13,1.5250617457734906e-11,1.5427361983719997e-10
sub-017,F3,3.430328085939764e-12,6.900117270105635e-13,1.6075884563529242e-11,1.2251419436032027e-10
sub-017,F4,2.951181399397203e-12,6.418587979973454e-13,1.3032728134771197e-11,1.180707810027704e-10
sub-017,C3,2.4750542251968024e-12,5.461708518204356e-13,1.0816437541825344e-11,1.0827846202800725e-10
sub-017,C4,2.5388726198360738e-12,5.502894447832893e-13,1.1495140802219075e-11,1.1047865754164962e-10
sub-017,P3,3.0452440567184255e-12,5.885724444538033e-13,1.1236374135590627e-11,1.1488150048733048e-10
sub-017,P4,3.155257103578259e-12,5.50188658842901e-13,1.176851664782654e-11,1.0856630449400969e-10
sub-017,O1,4.8036585135229555e-12,8.597094935048374e-13,1.5931460531015185e-11,1.8634671971719538e-10
sub-017,O2,4.6381822031822135e-12,7.102742010582721e-13,1.3774722545529758e-11,1.3417838184586053e-10
sub-017,F7,3.4626335065238973e-12,8.126118269398714e-13,1.5247350546057153e-11,1.2854139529891765e-10
sub-017,F8,3.558839897196548e-12,8.822227075839024e-13,1.526107009848339e-11,1.4145391949235518e-10
sub-017,T3,3.0161551228709873e-12,6.805092159687111e-13,1.367347685273067e-11,1.1750837594570175e-10
sub-017,T4,3.604214433144061e-12,9.653925964085864e-13,1.526202964130763e-11,2.016354487134953e-10
sub-017,T5,3.139292583049815e-12,6.52840384260886e-13,1.2513547698450445e-11,1.1612128709767317e-10
sub-017,T6,4.0286442434578525e-12,6.967023803492469e-13,1.4653565345363576e-11,1.259292024103367e-10
sub-017,Fz,3.001018766382583e-12,5.863301134937443e-13,1.442452946361156e-11,1.1314850434627938e-10
sub-017,Cz,2.710937109989181e-12,7.66749955011182e-13,1.0704980891874996e-11,1.217461881911652e-10
sub-017,Pz,3.221436804881278e-12,5.885582287003485e-13,1.106679365966758e-11,1.1177125881849366e-10
sub-018,Fp1,5.596360991106737e-12,1.4848001131653674e-12,1.5169693825644087e-11,1.2236136021224512e-10
sub-018,Fp2,5.280561087620484e-12,1.773502753079014e-12,1.3859362350230006e-11,1.1001982311319263e-10
sub-018,F3,6.204695138363473e-12,1.4889998436452826e-12,1.524573920108371e-11,1.0977096615779317e-10
sub-018,F4,5.554435064937214e-12,1.5904763215721944e-12,1.41878472363987e-11,1.0240174705360518e-10
sub-018,C3,4.2498889368675735e-12,1.0035055040379125e-12,1.1581542825067268e-11,1.0219412078710415e-10
sub-018,C4,4.1634959156527365e-12,1.0072657858450325e-12,1.1923556393643037e-11,9.975521843899322e-11
sub-018,P3,6.133783338112693e-12,9.795735545775307e-13,1.6426591724896442e-11,1.0719027971184861e-10
sub-018,P4,4.620610993301132e-12,8.508955346571403e-13,1.336030440378444e-11,1.0243498341879454e-10
sub-018,O1,7.0564838123293585e-12,1.050402310775083e-12,1.705442482168943e-11,1.0936202042869486e-10
sub-018,O2,8.415393295371852e-12,1.1328556683644949e-12,1.8320607222654754e-11,1.1060118509286364e-10
sub-018,F7,6.254293610927248e-12,1.4765125264116677e-12,1.8879599915426326e-11,1.203575356496724e-10
sub-018,F8,6.613547903627111e-12,1.8236217787688304e-12,1.4711585404856604e-11,1.0510778207372433e-10
sub-018,T3,5.823211094550616e-12,1.1732450563361145e-12,2.2470330272398457e-11,1.1556599050859202e-10
sub-018,T4,6.60592338772795e-12,1.2064972428334326e-12,1.4810069732769025e-11,1.0383926229987054e-10
sub-018,T5,6.685429597446891e-12,1.101920440503232e-12,2.2783282657087365e-11,1.1198253026618818e-10
sub-018,T6,8.437264851799745e-12,1.0284982777620117e-12,1.859404838437459e-11,1.0399536950385678e-10
sub-018,Fz,5.149189449309079e-12,1.4180396133997115e-12,1.447371629373027e-11,1.0446560755040082e-10
sub-018,Cz,3.997426059044036e-12,1.8661141939831803e-12,1.1669115654673908e-11,1.0120354491670684e-10
sub-018,Pz,5.9557651333883346e-12,8.98560072372025e-13,1.4757002181670696e-11,1.0443073428839527e-10
sub-019,Fp1,3.020112842672076e-12,8.352424639994689e-13,9.983124498092492e-12,1.0777169548472824e-10
sub-019,Fp2,2.965334785640779e-12,8.181854571997332e-13,9.576138168570514e-12,1.0187024362498303e-10
sub-019,F3,2.4153212438391287e-12,8.579945643100152e-13,8.580317792912439e-12,8.600971292059176e-11
sub-019,F4,2.541518881643115e-12,7.612664010517528e-13,8.66910574027254e-12,8.689057997278023e-11
sub-019,C3,2.241115764950604e-12,5.385830913294972e-13,8.397940533043308e-12,8.46163961028402e-11
sub-019,C4,2.2272206515024926e-12,5.45731387324014e-13,8.389502129656287e-12,8.436504083479349e-11
sub-019,P3,2.6934654070960925e-12,5.900015823537484e-13,8.552916163423024e-12,8.463613516047618e-11
sub-019,P4,2.653431487096392e-12,5.686746914085712e-13,8.503015665514826e-12,8.506222864847566e-11
sub-019,O1,4.2396366398666384e-12,7.57633406726406e-13,8.897995947575102e-12,8.64914484178576e-11
sub-019,O2,4.489462760825508e-12,7.646629305874251e-13,8.9964362107292e-12,8.778790559817894e-11
sub-019,F7,3.3865150691050654e-12,2.316584477540065e-12,9.001700069836202e-12,9.044390365416552e-11
sub-019,F8,3.3739568716604947e-12,1.0021529079683447e-12,9.26260224756723e-12,9.379968841743432e-11
sub-019,T3,2.801745240695026e-12,9.267182901548757e-13,8.817317661975384e-12,8.614258819262181e-11
sub-019,T4,3.206039253327357e-12,2.0874956822165943e-12,8.804645032210377e-12,8.615057625427447e-11
sub-019,T5,2.9754706894002678e-12,6.970540429418357e-13,8.750509953690362e-12,8.568509228083404e-11
sub-019,T6,3.1069235300414205e-12,7.186983390958006e-13,8.739715049626882e-12,8.643217176459595e-11
sub-019,Fz,2.357406033515862e-12,6.077114213105056e-13,8.551446246459048e-12,8.59690986307145e-11
sub-019,Cz,2.1768569498536815e-12,5.063169375607747e-13,8.40803509300884e-12,8.456952711388204e-11
sub-019,Pz,2.7073474046091678e-12,5.576761834955221e-13,8.499688334655886e-12,8.492007387487355e-11
sub-020,Fp1,2.9808094776605693e-12,8.032796067609132e-13,1.2717108132678207e-11,1.5349727840018849e-10
sub-020,Fp2,3.1456514409634327e-12,8.50035713724528e-13,1.3646507254094813e-11,1.595163698727846e-10
sub-020,F3,2.4912466072380476e-12,6.363367573538644e-13,9.813779042695929e-12,1.0529630323701981e-10
sub-020,F4,2.569455875778213e-12,6.373243831735332e-13,1.0055916312213302e-11,1.0608475743055417e-10
sub-020,C3,2.121804613969498e-12,5.010882005676475e-13,9.036290267817189e-12,9.875970286942694e-11
sub-020,C4,2.1291080941251772e-12,5.013175130863785e-13,8.952551804140632e-12,9.881395257748517e-11
sub-020,P3,2.3642456866622467e-12,5.166406589299656e-13,9.405910324444393e-12,9.884340717522756e-11
sub-020,P4,2.492666148327193e-12,5.317754996822201e-13,9.402760105571806e-12,9.92200066827753e-11
sub-020,O1,3.1280588322385e-12,6.33348245725759e-13,1.021754428793242e-11,1.003750714319409e-10
sub-020,O2,3.2607274618423176e-12,6.43799031669371e-13,1.0242050683806928e-11,1.0062492549761274e-10
sub-020,F7,3.275203951723356e-12,1.259962106935412e-12,1.2235232053330672e-11,1.1276979515901174e-10
sub-020,F8,3.1195215594451337e-12,8.524326153227497e-13,1.165592745885857e-11,1.0946254425094567e-10
sub-020,T3,2.8065265431958298e-12,7.837572862608037e-13,1.1180899893325189e-11,1.0234623867547292e-10
sub-020,T4,2.8248663281548173e-12,8.288471440473958e-13,1.04036146969682e-11,1.0232366161853078e-10
sub-020,T5,2.9367660682199305e-12,6.545443427016871e-13,1.0422310926785424e-11,9.969463837798586e-11
sub-020,T6,3.1872266660210547e-12,6.770364742503505e-13,1.0328846883382516e-11,1.0069125072923263e-10
sub-020,Fz,2.4699649252755615e-12,5.405052771496172e-13,9.591296417050929e-12,1.057631840452903e-10
sub-020,Cz,2.2025950692524045e-12,4.916251424787856e-13,9.076696998668342e-12,9.976076685550279e-11
sub-020,Pz,2.268649406344904e-12,4.961855586351132e-13,9.196287063313382e-12,9.885554153149728e-11
sub-021,Fp1,3.2082353196721137e-12,1.425675085113886e-12,1.2898446014840055e-11,1.2584939057962596e-10
sub-021,Fp2,2.988832168414246e-12,1.3061024501840906e-12,1.1554387080113188e-11,1.1991809772015088e-10
sub-021,F3,2.729796170782027e-12,8.564633056301603e-13,1.0164294528983024e-11,1.0018718973977517e-10
sub-021,F4,2.682252010130304e-12,1.046184956698746e-12,1.0089251577805387e-11,1.0116628362693644e-10
sub-021,C3,2.316076436009549e-12,5.627417937439961e-13,9.348474617801208e-12,9.753156835771017e-11
sub-021,C4,2.3105576004411434e-12,5.771971864029991e-13,9.456154856360246e-12,9.833630551468991e-11
sub-021,P3,3.032259488326523e-12,7.960399858807969e-13,1.0525172614836442e-11,1.0701903467032268e-10
sub-021,P4,2.7396493368190054e-12,6.97841654877289e-13,9.928686988325685e-12,9.984590326333517e-11
sub-021,O1,3.5489181388791225e-12,1.1513917413331388e-12,1.0773242095138245e-11,1.0252953465966808e-10
sub-021,O2,3.395679547077741e-12,1.0051467121953404e-12,1.0741948972293712e-11,1.0221072607846498e-10
sub-021,F7,4.3047182044104e-12,1.0681938543293439e-12,1.1612788506389771e-11,1.063856330237453e-10
sub-021,F8,3.812381646196379e-12,1.1515986417585109e-12,1.2006807495083836e-11,1.1389640372921918e-10
sub-021,T3,4.0076879536790585e-12,8.90075357822239e-13,1.076130683643863e-11,1.0077288419102746e-10
sub-021,T4,3.570470305286194e-12,9.097729062181066e-13,1.0855897670697778e-11,1.025054229219635e-10
sub-021,T5,3.948278659086251e-12,1.0679445631623556e-12,1.0418179166945299e-11,9.9734625957445e-11
sub-021,T6,3.800890473187968e-12,9.990854046273038e-13,1.1105011686885094e-11,1.0319283097105325e-10
sub-021,Fz,2.743583118927593e-12,6.943033217080804e-13,1.0348899234642963e-11,9.898042246954503e-11
sub-021,Cz,2.2775532905958155e-12,5.716536811577525e-13,9.403020937465272e-12,9.817261618081336e-11
sub-021,Pz,2.518029521693861e-12,6.540400829289496e-13,9.702296573160135e-12,9.92657649877293e-11
sub-022,Fp1,4.210290075203279e-12,1.3216401538588193e-12,1.7241410599409516e-11,1.5106931301120756e-10
sub-022,Fp2,4.5036264126084614e-12,1.3322856211263532e-12,1.7159188912751253e-11,1.6145312609662173e-10
sub-022,F3,3.7765738184999494e-12,1.1216659581170188e-12,1.4828661408661096e-11,1.1046150467541979e-10
sub-022,F4,3.76385620967989e-12,1.0753643123493265e-12,1.469058608508271e-11,1.1001544925567014e-10
sub-022,C3,3.0196344527288768e-12,8.16743756413843e-13,1.2655435101332193e-11,9.514272451704457e-11
sub-022,C4,3.07492104653573e-12,8.11395538818711e-13,1.2671548964407401e-11,9.834769392757239e-11
sub-022,P3,4.5120938753626454e-12,8.493711659200132e-13,1.5113947515258846e-11,9.936707626319946e-11
sub-022,P4,4.038749902586019e-12,7.855152811847113e-13,1.4371115861808655e-11,1.0405622490907163e-10
sub-022,O1,8.216829239070553e-12,1.0015356182631106e-12,1.8885120955370504e-11,1.1558440147246414e-10
sub-022,O2,5.189526117548669e-12,9.009587712625579e-13,1.610493937962447e-11,1.126647838615196e-10
sub-022,F7,4.339418170300923e-12,2.356999845172106e-12,1.6556024538816253e-11,1.1944727671276493e-10
sub-022,F8,3.075010950546574e-11,6.649888398766707e-12,1.1581420595543405e-10,2.874579138379242e-10
sub-022,T3,4.2438675589711085e-12,1.0000980552119877e-12,1.523803910838248e-11,1.0419676816542832e-10
sub-022,T4,4.475999704883662e-12,1.0540873380556092e-12,1.5492988240815595e-11,1.0956398980354544e-10
sub-022,T5,9.801276108143578e-12,1.0871044656538475e-12,1.9230845269031302e-11,1.0969343654340897e-10
sub-022,T6,5.498227996272384e-12,9.210512242072131e-13,1.6207630480496794e-11,1.0743867041305768e-10
sub-022,Fz,3.5947750840914074e-12,8.891009299794541e-13,1.4173045433186825e-11,1.0706683790792832e-10
sub-022,Cz,3.49249824905067e-12,8.879946459232454e-13,1.3042194569960958e-11,9.508569458873637e-11
sub-022,Pz,4.384483331829018e-12,9.542341960911827e-13,1.5896979462034225e-11,1.1053892580139444e-10
sub-023,Fp1,3.066055476841071e-11,9.229241866426479e-12,1.3398020876360026e-10,5.769187306054315e-10
sub-023,Fp2,3.078165806071694e-11,8.982621909572755e-12,1.346812098852687e-10,5.764528886117643e-10
sub-023,F3,3.05936182307028e-11,8.845139800532302e-12,1.3547036067602757e-10,5.330395555784463e-10
sub-023,F4,2.4545574286475952e-11,7.013057882547244e-12,1.1590316217064749e-10,5.06481480131579e-10
sub-023,C3,3.1810687455232815e-11,9.152700094334094e-12,1.429053190363834e-10,5.390080772780557e-10
sub-023,C4,4.6702553665124645e-11,7.379087725542586e-12,1.5185997571571893e-10,6.225173601336831e-10
sub-023,P3,3.217641412060718e-11,8.578579082510377e-12,1.3914304921470297e-10,5.404305597343992e-10
sub-023,P4,1.5737590210560385e-10,5.010394791628005e-11,4.1162793692896364e-10,1.7474115116211129e-09
sub-023,O1,3.7829834306524734e-11,7.341754843359241e-12,1.2567435340894738e-10,7.729045084293744e-10
sub-023,O2,1.158674503771301e-10,2.302091918370031e-11,5.447218266333273e-10,3.1145719236017303e-09
sub-023,F7,2.7217153903758837e-11,8.107020122802812e-12,1.2349125689191091e-10,5.216915982598802e-10
sub-023,F8,7.468879778876355e-11,1.1868910853869522e-11,2.603767854371423e-10,7.188662723141106e-10
sub-023,T3,3.234164574166804e-11,9.758985888133414e-12,1.4358067858148737e-10,5.383869894591481e-10
sub-023,T4,3.2107546640452736e-11,1.0011720202541251e-11,1.3882281526420166e-10,5.247495871134075e-10
sub-023,T5,3.705248391996584e-11,9.407480788642551e-12,1.469528645846167e-10,5.409767099100902e-10
sub-023,T6,1.024137681123066e-10,2.4830544318354712e-11,3.0491017576651125e-10,9.603924789897615e-10
sub-023,Fz,3.3321413395303207e-11,9.005648722085853e-12,1.4452517858743468e-10,5.419292849028366e-10
sub-023,Cz,2.924364335493058e-11,8.592520949926343e-12,1.3356317851344984e-10,5.271723141057434e-10
sub-023,Pz,3.134571775410802e-11,8.230983993580013e-12,1.42882333565603e-10,5.976122452725088e-10
sub-024,Fp1,4.56389691548194e-12,1.1315852012453494e-12,1.973643906818963e-11,1.285826158267759e-10
sub-024,Fp2,4.312811031760084e-12,9.196575277940371e-13,2.022110304507773e-11,1.322214173554439e-10
sub-024,F3,3.718727971708942e-12,7.269707729830456e-13,1.5527626719436544e-11,9.516855658778194e-11
sub-024,F4,3.5130254659665773e-12,6.820698064958175e-13,1.4301553036581846e-11,9.420933186232176e-11
sub-024,C3,2.567254067124321e-12,5.441392991011844e-13,1.1067629850034818e-11,8.988446592156761e-11
sub-024,C4,2.5692082911605355e-12,5.479949293595389e-13,1.0500063528997859e-11,8.791505098682618e-11
sub-024,P3,3.0302105988930363e-12,5.694661108065277e-13,1.1719640298485851e-11,9.130943945968688e-11
sub-024,P4,2.963222895656348e-12,5.628990641041788e-13,1.1764142560629286e-11,9.040196481234702e-11
sub-024,O1,3.478911686166644e-12,6.703890699328667e-13,1.211215313979175e-11,9.212171378694598e-11
sub-024,O2,3.5393375635566307e-12,6.77979961280768e-13,1.2516233658584173e-11,9.197619302776166e-11
sub-024,F7,4.294830230385744e-12,7.968703048474568e-13,1.847487819646554e-11,1.1047570660318916e-10
sub-024,F8,3.9176497809852825e-12,7.672863533781176e-13,1.6321895191710103e-11,1.038214467055459e-10
sub-024,T3,3.909750664017261e-12,7.115262299051528e-13,1.7032786015895423e-11,1.0099910872169684e-10
sub-024,T4,3.5566944930122294e-12,6.979301447871112e-13,1.4729258740872815e-11,9.506563659168182e-11
sub-024,T5,3.696635723154773e-12,7.041900146843258e-13,1.4394767691410457e-11,9.400342966928099e-11
sub-024,T6,3.5560204454534404e-12,6.896797105160685e-13,1.4067160852858036e-11,9.127326107392685e-11
sub-024,Fz,3.5594682960652692e-12,6.37782313156743e-13,1.5152418225393725e-11,9.402309915136083e-11
sub-024,Cz,2.4881733887149024e-12,5.690872787870816e-13,9.60397211703015e-12,8.820509463712032e-11
sub-024,Pz,2.7646791353060454e-12,5.227056102729208e-13,1.0638222654197114e-11,9.054363999573162e-11
sub-025,Fp1,5.82626721524052e-12,1.2408509289814804e-12,1.3158379591452793e-11,1.496243327999643e-10
sub-025,Fp2,5.905538811617011e-12,1.1766444839249408e-12,1.4144472567814563e-11,2.15546325814358e-10
sub-025,F3,4.291173451573969e-12,9.905642026176728e-13,1.1441125710062594e-11,1.183622610018651e-10
sub-025,F4,4.793755174857216e-12,1.2264401937233451e-12,1.284041135506078e-11,1.2901196011450927e-10
sub-025,C3,2.7981355927302678e-12,7.63790323463856e-13,1.1215909649581182e-11,1.1782262241236092e-10
sub-025,C4,2.8019008073064618e-12,7.297848008107322e-13,1.1272937027069192e-11,1.1786253334333016e-10
sub-025,P3,9.057761007112229e-12,8.413093758952558e-13,1.155752436081637e-11,1.1874450642312563e-10
sub-025,P4,1.1565545789416677e-11,9.166354137393684e-13,1.1917919326285758e-11,1.2089818523594538e-10
sub-025,O1,2.881924115191977e-11,1.3419458051775365e-12,1.3611652623299574e-11,1.2959822486765087e-10
sub-025,O2,3.027320587689665e-11,1.338018282040466e-12,1.3596644534777573e-11,1.25344271857963e-10
sub-025,F7,4.504968287091907e-12,3.253984264898951e-12,1.1658014470683017e-11,1.202870725999527e-10
sub-025,F8,4.4050498837161e-12,2.7423902439076857e-12,1.1985996457118406e-11,1.2385375668182168e-10
sub-025,T3,4.841274688183071e-12,2.817584790543305e-12,1.195627865454356e-11,1.1939435175344098e-10
sub-025,T4,5.031380983828152e-12,2.0994299792514378e-12,1.2129827210417462e-11,1.2212984985920375e-10
sub-025,T5,1.585510001582079e-11,1.3996600501082386e-12,1.2841232895187911e-11,1.206512263749069e-10
sub-025,T6,2.0126316002095635e-11,1.3029824380955777e-12,1.3134093776420566e-11,1.2119700872808718e-10
sub-025,Fz,4.7947735947902935e-12,7.377684213551848e-13,1.1391079454257373e-11,1.1807702513671732e-10
sub-025,Cz,3.043779963370662e-12,6.486440919100136e-13,1.1257140359311876e-11,1.184945438479568e-10
sub-025,Pz,7.990600105227772e-12,7.599444277695203e-13,1.1443002561182811e-11,1.191717053253997e-10
sub-026,Fp1,5.465648805744038e-12,2.355315081381287e-12,2.5776494299136762e-11,1.892534519787088e-10
sub-026,Fp2,5.60406154659463e-12,2.3469573185985603e-12,2.9173461407667967e-11,2.335879748694688e-10
sub-026,F3,3.1204670273384907e-12,2.1007739553119927e-12,1.2895035648979953e-11,9.889380607843378e-11
sub-026,F4,3.3707780882278983e-12,3.046204008149154e-12,1.3191315230905935e-11,1.0501270076425819e-10
sub-026,C3,2.5088367759078685e-12,1.4301205267595942e-12,9.732150512926751e-12,9.225519151812445e-11
sub-026,C4,2.481033536418792e-12,1.4667906332435297e-12,9.541088172421123e-12,9.196803406683644e-11
sub-026,P3,2.8222730035714653e-12,1.3035234851519136e-12,1.1077503630441149e-11,9.655396344992853e-11
sub-026,P4,2.849128559761736e-12,1.4155412483657627e-12,1.1313598248123743e-11,9.455678120416652e-11
sub-026,O1,4.113611821706375e-12,2.1591179022079884e-12,1.3864953020982523e-11,1.0217171570635403e-10
sub-026,O2,4.533575693246516e-12,2.293045767877873e-12,1.5632069466419932e-11,1.0960870412297536e-10
sub-026,F7,6.0683430304659825e-12,1.0689360195039234e-11,1.6987533515521526e-11,1.1378578920341591e-10
sub-026,F8,4.8689869610174045e-12,5.358918902403168e-12,1.7137792170248527e-11,1.3705779409111583e-10
sub-026,T3,3.5502467883574506e-12,3.5725208634366624e-12,1.1820918267845164e-11,9.842612917439157e-11
sub-026,T4,3.819893787149378e-12,3.802730321406619e-12,1.2043398957358315e-11,1.0350639420497573e-10
sub-026,T5,3.1631860754274776e-12,1.8300861393829387e-12,1.1486130024893916e-11,9.609719545696196e-11
sub-026,T6,3.873620123809953e-12,1.942741886661511e-12,1.4297245494420219e-11,1.002873315512595e-10
sub-026,Fz,2.9038598810633967e-12,1.1940896558938697e-12,1.2036452169581814e-11,9.692318270684978e-11
sub-026,Cz,2.7147250969809496e-12,1.1992715970914006e-12,1.0013988962628964e-11,9.284945547047046e-11
sub-026,Pz,2.8677287401805422e-12,1.4197891075777548e-12,1.1023961538998377e-11,9.855243399975064e-11
sub-027,Fp1,6.427186559511246e-12,1.957806146407855e-12,3.155780499619163e-11,3.543533998990895e-10
sub-027,Fp2,6.464214020878985e-12,1.8172573412002347e-12,3.4089843335187176e-11,2.1794046221537712e-10
sub-027,F3,5.923051333316786e-12,1.6060455888219187e-12,3.427301115133996e-11,1.734077417363068e-10
sub-027,F4,6.0366232385690134e-12,1.7101449489513237e-12,3.245584105537505e-11,1.6552576329891954e-10
sub-027,C3,5.368048278849114e-12,1.4812373240954026e-12,1.785751731762267e-11,1.340565849098534e-10
sub-027,C4,5.583604832099431e-12,1.4892074150426193e-12,1.7782298891973945e-11,1.338438495252919e-10
sub-027,P3,5.9462045433874835e-12,1.5139272791194651e-12,2.107394395843869e-11,1.3754484379309719e-10
sub-027,P4,5.815663895833718e-12,1.4159877253461549e-12,2.3052786828405705e-11,1.434466432208493e-10
sub-027,O1,7.182037488646639e-12,1.6670295642623228e-12,2.5821458335608063e-11,1.4422115926546624e-10
sub-027,O2,6.88912216860058e-12,1.5673297730786751e-12,2.7429817407650394e-11,1.4896766742787782e-10
sub-027,F7,7.244864295022765e-12,2.456794831082778e-12,2.6368454430625995e-11,1.838688059888243e-10
sub-027,F8,7.101529213272476e-12,2.7234061001599805e-12,3.1025151450798015e-11,1.900892868010445e-10
sub-027,T3,6.576425586068578e-12,2.132059143203059e-12,2.2044696303048832e-11,1.5039173421951183e-10
sub-027,T4,4.38445959010437e-11,1.7831125620866395e-11,9.534937188884719e-11,5.548280484048642e-10
sub-027,T5,6.359281189142712e-12,1.8480666734831627e-12,2.2138553976688673e-11,1.412566765822126e-10
sub-027,T6,6.559616289140029e-12,1.6276058599488262e-12,2.6054210194303624e-11,1.4301901753388794e-10
sub-027,Fz,7.56241432060178e-12,1.6684435951206065e-12,4.232498858092993e-11,1.6929232502005296e-10
sub-027,Cz,6.024712917064444e-12,1.7687173577694587e-12,1.942006487280183e-11,1.5805519690144728e-10
sub-027,Pz,5.902140040805063e-12,1.4660739699785546e-12,2.2667893260628245e-11,1.4336655771560177e-10
sub-028,Fp1,4.066111353384246e-12,8.519835030969363e-13,1.957918719213897e-11,1.335868986383917e-10
sub-028,Fp2,3.916961621148887e-12,7.879370952938823e-13,1.8501919367975907e-11,1.176261873212735e-10
sub-028,F3,3.1693905962872136e-12,6.235506666215742e-13,1.450504072954473e-11,8.787090765379668e-11
sub-028,F4,3.065236607838176e-12,6.405968432287981e-13,1.2729211447093137e-11,8.541766461063015e-11
