Subject,Group,Channel,Delta Power,Theta Power,Alpha Power,Beta Power
sub-012,Alzheimer's Disease,F4,2.41792336427569e-10,3.515341759783192e-11,1.152800450392367e-11,1.1463070345686397e-11
sub-012,Alzheimer's Disease,C3,2.418150918009864e-10,3.475582058423669e-11,1.1381734854275214e-11,8.76514932000118e-12
sub-012,Alzheimer's Disease,C4,2.392264931859515e-10,3.5150540458217325e-11,1.143517014893621e-11,9.430818098417851e-12
sub-012,Alzheimer's Disease,P3,2.4525479915985223e-10,3.643164135100093e-11,1.5071921755933882e-11,1.1140825481171996e-11
sub-012,Alzheimer's Disease,P4,2.454187756051746e-10,3.6333297128352616e-11,1.4274013332644458e-11,1.0700318843907324e-11
sub-012,Alzheimer's Disease,O1,2.554684739554331e-10,3.8278007011169215e-11,2.1170379855332162e-11,1.1936230469572277e-11
sub-012,Alzheimer's Disease,O2,2.534158537079132e-10,3.912170544055854e-11,2.4871688674851954e-11,1.2162239240232097e-11
sub-012,Alzheimer's Disease,F7,2.5078107650745195e-10,3.74754867630415e-11,1.458525920937371e-11,1.2815482932897938e-11
sub-012,Alzheimer's Disease,F8,2.519946924152687e-10,3.851597724098918e-11,1.5908299448786376e-11,1.4730141278919452e-11
sub-012,Alzheimer's Disease,T3,2.478972552999724e-10,3.864806474746396e-11,1.8830099232925233e-11,1.2357558149327404e-11
sub-012,Alzheimer's Disease,T4,2.501857352993189e-10,3.870164004868632e-11,1.8982189294992858e-11,1.3511939223744593e-11
sub-012,Alzheimer's Disease,T5,2.41624317283228e-10,3.9002233423904807e-11,2.2856751534433882e-11,1.2405791754484478e-11
sub-012,Alzheimer's Disease,T6,2.4528959237694477e-10,3.881456041760117e-11,2.5748038096083e-11,1.2871593767659919e-11
sub-012,Alzheimer's Disease,Fz,2.423677393420462e-10,3.548594260762681e-11,1.116064426688456e-11,1.0673021481588575e-11
sub-012,Alzheimer's Disease,Cz,2.5091698495617567e-10,3.548310684989123e-11,1.0896385249847097e-11,9.118481971842193e-12
sub-012,Alzheimer's Disease,Pz,2.4588853105117123e-10,3.6282941035645165e-11,1.3671539943443925e-11,1.0101829900518984e-11
sub-013,Alzheimer's Disease,Fp1,2.950004587844495e-10,4.942056508380845e-11,1.3107886913695035e-11,1.2153233689330962e-11
sub-013,Alzheimer's Disease,Fp2,2.8328820342537503e-10,4.660792024355948e-11,1.410910504183442e-11,1.1418811886602169e-11
sub-013,Alzheimer's Disease,F3,2.7483755841012463e-10,4.331117118488228e-11,1.2292978428683232e-11,9.41674244952686e-12
sub-013,Alzheimer's Disease,F4,2.782968196291629e-10,4.3710496621828514e-11,1.2991855582111929e-11,9.818789056750561e-12
sub-013,Alzheimer's Disease,C3,2.666525769105274e-10,3.6849287462309257e-11,1.0924579298340811e-11,8.058988453025454e-12
sub-013,Alzheimer's Disease,C4,2.6980301750285376e-10,3.712385774639945e-11,1.0948269093188928e-11,8.041217561904291e-12
sub-013,Alzheimer's Disease,P3,2.7589961090467034e-10,4.053335064320321e-11,1.2125121543698064e-11,8.580959316750681e-12
sub-013,Alzheimer's Disease,P4,2.7205773617428724e-10,3.950890837311553e-11,1.2973139121786455e-11,8.974046924641096e-12
sub-013,Alzheimer's Disease,O1,2.861586615925068e-10,4.3938715257204135e-11,1.9049913223802565e-11,1.070409164919884e-11
sub-013,Alzheimer's Disease,O2,2.82577118023182e-10,4.672462563604241e-11,2.8768657968045004e-11,1.1952269587572309e-11
sub-013,Alzheimer's Disease,F7,3.0214175909230073e-10,5.043914865132865e-11,1.3693206514552779e-11,1.364848001489017e-11
sub-013,Alzheimer's Disease,F8,2.835657045501418e-10,4.4452809510764704e-11,1.4356456546469384e-11,1.3398140628401306e-11
sub-013,Alzheimer's Disease,T3,2.7928187091444144e-10,4.51350539269777e-11,1.3754737542605332e-11,1.3971545694398396e-11
sub-013,Alzheimer's Disease,T4,2.729351833525244e-10,4.194484166977673e-11,1.3661439925081653e-11,1.1974985501238752e-11
sub-013,Alzheimer's Disease,T5,2.8286336036733506e-10,4.4911679402660436e-11,1.5265238065898898e-11,9.740553717194526e-12
sub-013,Alzheimer's Disease,T6,2.760092330644389e-10,4.6592661937968746e-11,1.8995519121955313e-11,1.0850913485982071e-11
sub-013,Alzheimer's Disease,Fz,2.6951009590807034e-10,4.185898948650086e-11,1.1232618704209783e-11,8.393939434680124e-12
sub-013,Alzheimer's Disease,Cz,2.6957102740877724e-10,3.5550187026545454e-11,1.0342738619587416e-11,7.801436513776063e-12
sub-013,Alzheimer's Disease,Pz,2.764344062384169e-10,4.004710188019386e-11,1.2434510108829295e-11,8.518214553032837e-12
sub-014,Alzheimer's Disease,Fp1,2.4569748540001695e-10,4.764288246003491e-11,1.61827085794129e-11,1.9921302063420166e-11
sub-014,Alzheimer's Disease,Fp2,2.623329417148081e-10,4.722290617542592e-11,1.726159910429746e-11,7.142322959725216e-11
sub-014,Alzheimer's Disease,F3,2.047695105497374e-10,3.316600441526443e-11,1.1790351793938088e-11,1.8462312827022036e-11
sub-014,Alzheimer's Disease,F4,2.0718680086013593e-10,3.3745158443690074e-11,1.1195123804197103e-11,1.6832048263775795e-11
sub-014,Alzheimer's Disease,C3,1.933981527014495e-10,2.724166505042051e-11,8.279262957010595e-12,6.3461053652309445e-12
sub-014,Alzheimer's Disease,C4,1.9390004919722304e-10,2.7609761654611938e-11,8.401489074743336e-12,6.363336383692934e-12
sub-014,Alzheimer's Disease,P3,2.015014410323114e-10,2.9738310797354915e-11,8.904076392620486e-12,7.040049283553927e-12
sub-014,Alzheimer's Disease,P4,2.0308272752217083e-10,3.068069700351658e-11,9.279127963052013e-12,7.1991939652881144e-12
sub-014,Alzheimer's Disease,O1,2.162006730278738e-10,3.508227909106507e-11,1.1812005287042022e-11,1.2688954030396403e-11
sub-014,Alzheimer's Disease,O2,2.172630036997009e-10,3.5067030632674965e-11,1.1277216157761338e-11,1.070976509259193e-11
sub-014,Alzheimer's Disease,F7,2.1883492852807821e-10,3.554734850395142e-11,1.1675479425458419e-11,1.1351682124804394e-11
sub-014,Alzheimer's Disease,F8,2.1810159930319881e-10,3.755420212811929e-11,1.160130446167989e-11,1.2688313794140666e-11
sub-014,Alzheimer's Disease,T3,2.0364378558375063e-10,3.2167106357744216e-11,1.050422998746061e-11,1.0473140150833005e-11
sub-014,Alzheimer's Disease,T4,2.0249784038411928e-10,3.164188627284008e-11,1.0208147901828033e-11,1.1309983041729033e-11
sub-014,Alzheimer's Disease,T5,2.0571628302274056e-10,3.257266018404193e-11,1.0598856038308298e-11,1.0506226244390402e-11
sub-014,Alzheimer's Disease,T6,2.1197882214481165e-10,3.3659102282283735e-11,1.1052126442874445e-11,1.0960241134991228e-11
sub-014,Alzheimer's Disease,Fz,2.039927282296957e-10,3.40032513056984e-11,1.0279307577496511e-11,7.606660389157169e-12
sub-014,Alzheimer's Disease,Cz,1.966848162723887e-10,2.914618374390267e-11,8.729107030134426e-12,6.2778928130550265e-12
sub-014,Alzheimer's Disease,Pz,2.05692697586108e-10,3.0645534796289106e-11,9.067890130117878e-12,7.042323249538491e-12
sub-015,Alzheimer's Disease,Fp1,2.6880167362973743e-10,3.5100587677025046e-11,1.3505225503847728e-11,8.557087056378376e-12
sub-015,Alzheimer's Disease,Fp2,2.671039741468909e-10,3.473437914524196e-11,1.368817562349337e-11,1.6780053041056703e-11
sub-015,Alzheimer's Disease,F3,2.694094678208119e-10,3.5790242645106014e-11,1.3674932465611962e-11,9.775868333799631e-12
sub-015,Alzheimer's Disease,F4,2.6710215385620776e-10,3.583798448274739e-11,1.395405875471126e-11,1.1442435576386845e-11
sub-015,Alzheimer's Disease,C3,2.677867560185927e-10,3.472232341844791e-11,1.1683419260118689e-11,8.204493001318822e-12
sub-015,Alzheimer's Disease,C4,2.659244990568454e-10,3.500602246447472e-11,1.1767744160315362e-11,8.066137094990976e-12
sub-015,Alzheimer's Disease,P3,2.6855518113917425e-10,3.727438168648462e-11,2.846486962221022e-11,9.889395979978401e-12
sub-015,Alzheimer's Disease,P4,2.691533998418759e-10,3.688494796799564e-11,2.354034629665098e-11,9.366355591033697e-12
sub-015,Alzheimer's Disease,O1,2.703865413055668e-10,3.935066676227321e-11,4.445696538644456e-11,1.1608924594284215e-11
sub-015,Alzheimer's Disease,O2,2.7025848179294454e-10,3.99436555968662e-11,4.9362283163762404e-11,1.218846174932621e-11
sub-015,Alzheimer's Disease,F7,2.7076945130010553e-10,3.639664555921347e-11,1.55067435485603e-11,9.697476658279485e-12
sub-015,Alzheimer's Disease,F8,2.634423701616506e-10,3.454762394791302e-11,1.5043973616799987e-11,9.083181055359977e-12
sub-015,Alzheimer's Disease,T3,2.700234162184854e-10,3.722616700122271e-11,2.1584583936907847e-11,9.317257879718469e-12
sub-015,Alzheimer's Disease,T4,2.661815566107892e-10,3.679144892096402e-11,1.6756344983522852e-11,1.2979905499878642e-11
sub-015,Alzheimer's Disease,T5,2.707903578064742e-10,4.1704340384879565e-11,5.947082829838796e-11,1.1641188206037367e-11
sub-015,Alzheimer's Disease,T6,2.6839355354099056e-10,4.017984052461081e-11,4.658312145956729e-11,1.127636824857211e-11
sub-015,Alzheimer's Disease,Fz,2.6911558278533307e-10,3.69718565510882e-11,1.5560230131548704e-11,9.329198229923822e-12
sub-015,Alzheimer's Disease,Cz,2.688315365562721e-10,3.554786094167872e-11,1.3401708138834993e-11,8.369757340146865e-12
sub-015,Alzheimer's Disease,Pz,2.680011355259392e-10,3.6601242752866203e-11,2.6741458560615125e-11,9.751232326982595e-12
sub-016,Alzheimer's Disease,Fp1,2.744944580663558e-10,3.8356946913758446e-11,1.0600268035609538e-11,9.730485876712925e-12
sub-016,Alzheimer's Disease,Fp2,2.7661373612771284e-10,3.6427955465681766e-11,1.0114404990780162e-11,8.02696764218702e-12
sub-016,Alzheimer's Disease,F3,2.726219305824365e-10,3.916357635704078e-11,1.0269770722809726e-11,8.135790230099222e-12
sub-016,Alzheimer's Disease,F4,2.7379749002388863e-10,3.711611159747856e-11,9.896659296239794e-12,7.990833987551646e-12
sub-016,Alzheimer's Disease,C3,2.7189691752593483e-10,3.581103565383369e-11,9.593635361045155e-12,7.474605603719415e-12
sub-016,Alzheimer's Disease,C4,2.761389303041144e-10,3.5964431048042905e-11,9.672993068699857e-12,7.618946814303809e-12
sub-016,Alzheimer's Disease,P3,2.782044169951876e-10,3.802844573024528e-11,9.974760653179174e-12,7.768522403457692e-12
sub-016,Alzheimer's Disease,P4,2.775380373140326e-10,3.7703801237351166e-11,1.0138451052535201e-11,7.880587014165464e-12
sub-016,Alzheimer's Disease,O1,2.7833066072930566e-10,4.200003487939662e-11,1.0955884492836417e-11,8.35496960645264e-12
sub-016,Alzheimer's Disease,O2,2.8098645215281973e-10,4.2114814784663895e-11,1.1548985933789096e-11,8.617480760566218e-12
sub-016,Alzheimer's Disease,F7,2.8561392024137947e-10,4.08897246432714e-11,1.1208339031039323e-11,9.518496773379201e-12
sub-016,Alzheimer's Disease,F8,2.917145099193249e-10,4.135704924438765e-11,1.1481122981540137e-11,9.298489947726405e-12
sub-016,Alzheimer's Disease,T3,2.779440139719422e-10,4.2029202949600895e-11,1.144628873213104e-11,8.852750837880782e-12
sub-016,Alzheimer's Disease,T4,2.822023093140428e-10,4.0692331797453246e-11,1.0997975432965492e-11,9.443796081993502e-12
sub-016,Alzheimer's Disease,T5,2.760791293577317e-10,4.054817763742676e-11,1.0698109618374357e-11,8.224270558215458e-12
sub-016,Alzheimer's Disease,T6,2.779800753626401e-10,4.077900307806289e-11,1.1497762347796683e-11,8.444440556968901e-12
sub-016,Alzheimer's Disease,Fz,2.7276687761552795e-10,4.274069329188788e-11,1.0425620583143547e-11,7.77065343346741e-12
sub-016,Alzheimer's Disease,Cz,2.7625601532953983e-10,3.617047853372329e-11,9.60892822344242e-12,7.380240318195445e-12
sub-016,Alzheimer's Disease,Pz,2.779420173235169e-10,3.8083535131933296e-11,1.0069725738515641e-11,7.736104968764042e-12
sub-017,Alzheimer's Disease,Fp1,3.067124696713017e-10,5.2872229381919514e-11,1.6108504332110417e-11,1.3076307210483704e-11
sub-017,Alzheimer's Disease,Fp2,3.1381736604642867e-10,4.759652225726663e-11,1.4644028449830193e-11,1.2145411326419391e-11
sub-017,Alzheimer's Disease,F3,2.9473953479632637e-10,5.6392048483783785e-11,1.523411617777111e-11,1.0762639974198772e-11
sub-017,Alzheimer's Disease,F4,3.083102428993518e-10,4.829435601996235e-11,1.374432787138395e-11,1.0831959699929523e-11
sub-017,Alzheimer's Disease,C3,2.7805176245671936e-10,4.093930461148351e-11,1.1032111742809508e-11,8.532016849951605e-12
sub-017,Alzheimer's Disease,C4,2.8372535026496004e-10,4.254954423457007e-11,1.1525198549474068e-11,8.506767030142401e-12
sub-017,Alzheimer's Disease,P3,2.9013744276118385e-10,4.260125164039713e-11,1.3466687588974119e-11,8.9849463721244e-12
sub-017,Alzheimer's Disease,P4,2.867431933656806e-10,4.521116771851589e-11,1.5063238190454164e-11,8.987435880489253e-12
sub-017,Alzheimer's Disease,O1,2.9919777129060054e-10,4.799095013520358e-11,1.8255440578571736e-11,1.0363362402281964e-11
sub-017,Alzheimer's Disease,O2,2.9743745844180433e-10,4.996467206297963e-11,2.0073895997357502e-11,1.0290228186903744e-11
sub-017,Alzheimer's Disease,F7,3.176747208363714e-10,6.020625319729852e-11,1.7005913957879612e-11,1.3732190221840147e-11
sub-017,Alzheimer's Disease,F8,3.1361410597126183e-10,4.595408104520153e-11,1.4093837097450385e-11,1.1813811884763985e-11
sub-017,Alzheimer's Disease,T3,3.1030378886309157e-10,5.5857764430222876e-11,1.4844177393296834e-11,1.2258560972071272e-11
sub-017,Alzheimer's Disease,T4,3.0388866562315964e-10,4.9817332553652256e-11,1.447523165360517e-11,1.3343803108437615e-11
sub-017,Alzheimer's Disease,T5,2.9922220497230385e-10,4.9944468839304164e-11,1.4536617213064687e-11,1.0493265740814737e-11
sub-017,Alzheimer's Disease,T6,2.9543437599414354e-10,5.0758576706536016e-11,1.7729641013972065e-11,1.0248580893517271e-11
sub-017,Alzheimer's Disease,Fz,2.918172469053641e-10,5.503260771516809e-11,1.398235673491667e-11,9.63303862761715e-12
sub-017,Alzheimer's Disease,Cz,2.8044058343803334e-10,3.948133325303806e-11,1.2229171931787134e-11,1.174629929832759e-11
sub-017,Alzheimer's Disease,Pz,2.8720508679811034e-10,4.117747532987906e-11,1.4408095226545542e-11,8.970859035546999e-12
sub-018,Alzheimer's Disease,Fp1,2.678628251057599e-10,5.245986997060656e-11,2.4672749331836564e-11,2.3162959374978187e-11
sub-018,Alzheimer's Disease,Fp2,2.6436092441854103e-10,4.778134836381105e-11,2.357584203002423e-11,2.7211590256364652e-11
sub-018,Alzheimer's Disease,F3,2.6191854645564483e-10,5.6128414085979046e-11,2.947466526649961e-11,2.5428322145968366e-11
sub-018,Alzheimer's Disease,F4,2.6081018667179985e-10,5.1081435412363366e-11,2.6913865144071458e-11,2.7874651777160067e-11
sub-018,Alzheimer's Disease,C3,2.527561955996385e-10,4.570974339071187e-11,2.0399693676921476e-11,1.7267208655862098e-11
sub-018,Alzheimer's Disease,C4,2.497953134199718e-10,4.4395419670360644e-11,2.1498621479499963e-11,1.7581464625175938e-11
sub-018,Alzheimer's Disease,P3,2.647666091570003e-10,6.380227499645796e-11,2.930687965125087e-11,1.6754090672668692e-11
sub-018,Alzheimer's Disease,P4,2.5598991533666126e-10,5.102909688849558e-11,2.2099416683123486e-11,1.4540714756785162e-11
sub-018,Alzheimer's Disease,O1,2.640701330460269e-10,6.592485462679188e-11,3.2874844658235167e-11,1.699110875113943e-11
sub-018,Alzheimer's Disease,O2,2.6211686000177517e-10,6.948550135981492e-11,3.770557332423584e-11,1.774826413401948e-11
sub-018,Alzheimer's Disease,F7,2.944277110995503e-10,7.366746695045069e-11,3.0003493722614824e-11,2.5049167211466976e-11
sub-018,Alzheimer's Disease,F8,2.6948821531274047e-10,5.350572706512109e-11,3.097717981756406e-11,3.143001553904139e-11
sub-018,Alzheimer's Disease,T3,2.854841768626398e-10,8.997094810979505e-11,2.7682704044750034e-11,1.9754882831593237e-11
sub-018,Alzheimer's Disease,T4,2.603674654237954e-10,5.5976642555292126e-11,3.073408600650579e-11,1.9884293240110256e-11
sub-018,Alzheimer's Disease,T5,2.725909408707834e-10,8.813538738908962e-11,3.160240403506603e-11,1.8377216511547045e-11
sub-018,Alzheimer's Disease,T6,2.581328404396818e-10,7.342793453661886e-11,3.846184660110186e-11,1.691600449765169e-11
sub-018,Alzheimer's Disease,Fz,2.5981391076850507e-10,5.243227546225856e-11,2.477557481076351e-11,2.4156761555277842e-11
sub-018,Alzheimer's Disease,Cz,2.539515709341123e-10,4.373622294555999e-11,1.85259871707854e-11,3.159573566008647e-11
sub-018,Alzheimer's Disease,Pz,2.6098717144457287e-10,5.739792593915641e-11,2.8250293528548805e-11,1.5256439030601993e-11
sub-019,Alzheimer's Disease,Fp1,2.425422628644638e-10,3.2252137742529525e-11,1.1774762377666965e-11,9.882878830167852e-12
sub-019,Alzheimer's Disease,Fp2,2.534610279424241e-10,3.357897454820115e-11,1.192354976905107e-11,1.1906643694015053e-11
sub-019,Alzheimer's Disease,F3,2.511491368640798e-10,3.340939178246893e-11,1.1073712310110735e-11,1.3714143566809402e-11
sub-019,Alzheimer's Disease,F4,2.587244190917216e-10,3.409794420143878e-11,1.1412647557771143e-11,1.1056081162437101e-11
sub-019,Alzheimer's Disease,C3,2.5073410241512263e-10,3.308562626113679e-11,1.0547829668497498e-11,8.723071905113961e-12
sub-019,Alzheimer's Disease,C4,2.5223160641544384e-10,3.3378231897071725e-11,1.0700609852397682e-11,8.759473210065352e-12
sub-019,Alzheimer's Disease,P3,2.5271045925742966e-10,3.387547783330523e-11,1.321009475598955e-11,9.623929477355693e-12
sub-019,Alzheimer's Disease,P4,2.5528613155701363e-10,3.377181826498611e-11,1.3374829712087187e-11,9.433816551238588e-12
sub-019,Alzheimer's Disease,O1,2.5753995764625483e-10,3.530548273043871e-11,2.0682811498830183e-11,1.224005482747276e-11
sub-019,Alzheimer's Disease,O2,2.6252100309785436e-10,3.6210669550829194e-11,2.2355586252582093e-11,1.2401562562998411e-11
sub-019,Alzheimer's Disease,F7,2.5681663715642806e-10,3.422923571161807e-11,1.5890603451337422e-11,3.157685772683218e-11
sub-019,Alzheimer's Disease,F8,2.619208195688532e-10,3.51322234709085e-11,1.4085774744604915e-11,1.239746803794279e-11
sub-019,Alzheimer's Disease,T3,2.5307873801747223e-10,3.425553210160458e-11,1.3277216361440799e-11,1.2138517926518317e-11
sub-019,Alzheimer's Disease,T4,2.5601078124710484e-10,3.497865088458764e-11,1.5011174430789027e-11,2.8006166283486123e-11
sub-019,Alzheimer's Disease,T5,2.546507899694837e-10,3.463938365260137e-11,1.4449467741246003e-11,1.1174032295947705e-11
sub-019,Alzheimer's Disease,T6,2.570071204724793e-10,3.480379947517243e-11,1.5432734413094967e-11,1.1458446429276575e-11
sub-019,Alzheimer's Disease,Fz,2.546018666328173e-10,3.366586675183882e-11,1.0953577816592925e-11,9.427700513069472e-12
sub-019,Alzheimer's Disease,Cz,2.5277459558721386e-10,3.3197235014789885e-11,1.049070076827242e-11,8.255134158923753e-12
sub-019,Alzheimer's Disease,Pz,2.539583154291e-10,3.3725428601501695e-11,1.3810862473256313e-11,9.117138440348532e-12
sub-020,Alzheimer's Disease,Fp1,2.734899647879749e-10,3.673277991967983e-11,1.1162207278025761e-11,1.052380159973415e-11
sub-020,Alzheimer's Disease,Fp2,2.705300808411279e-10,3.590755973739052e-11,1.0435906591723388e-11,8.412813177855272e-12
sub-020,Alzheimer's Disease,F3,2.660950726381872e-10,3.677680990289992e-11,1.121648429421013e-11,9.913231897250483e-12
sub-020,Alzheimer's Disease,F4,2.692055665755601e-10,3.6979490001206224e-11,1.1158463591564046e-11,9.374244369723252e-12
sub-020,Alzheimer's Disease,C3,2.629412659398041e-10,3.5322647607137745e-11,1.0272394572709622e-11,8.286048649784705e-12
sub-020,Alzheimer's Disease,C4,2.623612217083094e-10,3.4842300612385294e-11,1.0282366871604896e-11,8.334149523346252e-12
sub-020,Alzheimer's Disease,P3,2.6188464201894343e-10,3.616542473386272e-11,1.1468102624446473e-11,8.565170682193945e-12
sub-020,Alzheimer's Disease,P4,2.656024419030004e-10,3.586831013155485e-11,1.21525401643806e-11,8.863182267162885e-12
sub-020,Alzheimer's Disease,O1,2.650262960292473e-10,3.882554564220256e-11,1.500626709549041e-11,1.0387891443321614e-11
sub-020,Alzheimer's Disease,O2,2.6539609688983097e-10,3.8968640009967597e-11,1.573153969023992e-11,1.0640377166851716e-11
sub-020,Alzheimer's Disease,F7,2.748889645417928e-10,4.239080880787932e-11,1.3932364640802836e-11,1.5499783230726796e-11
sub-020,Alzheimer's Disease,F8,2.698791608090131e-10,3.911252506036536e-11,1.2344456932145418e-11,1.1188656836124298e-11
sub-020,Alzheimer's Disease,T3,2.662856623071032e-10,4.185635024586851e-11,1.3613133160975656e-11,1.1601868185804984e-11
sub-020,Alzheimer's Disease,T4,2.6315268335978463e-10,3.921050406320276e-11,1.3354490477418504e-11,1.170627310547238e-11
sub-020,Alzheimer's Disease,T5,2.633612153549512e-10,3.9254149451153745e-11,1.426516997220138e-11,1.0655394425374821e-11
sub-020,Alzheimer's Disease,T6,2.6385553676634796e-10,3.893020600383977e-11,1.5567140215406563e-11,1.12463993026567e-11
sub-020,Alzheimer's Disease,Fz,2.6956687909775563e-10,3.682707953635791e-11,1.1063686365928297e-11,8.637794621701357e-12
sub-020,Alzheimer's Disease,Cz,2.653134177777096e-10,3.559282692377358e-11,1.0368150019899271e-11,8.243822658141614e-12
sub-020,Alzheimer's Disease,Pz,2.63359370173193e-10,3.554072693575893e-11,1.1002392029832316e-11,8.35370523427782e-12
sub-021,Alzheimer's Disease,Fp1,2.6585315996497576e-10,3.89794628467909e-11,1.2745938334322607e-11,1.4882758708074256e-11
sub-021,Alzheimer's Disease,Fp2,2.569811230433213e-10,3.740002453499895e-11,1.1405546397148683e-11,1.2064984802508894e-11
sub-021,Alzheimer's Disease,F3,2.614828991185606e-10,3.931369817549813e-11,1.2994465185355587e-11,1.702594796945798e-11
sub-021,Alzheimer's Disease,F4,2.617338917799437e-10,3.873178115366319e-11,1.2753574903837087e-11,2.0434580745057134e-11
sub-021,Alzheimer's Disease,C3,2.6028076956078314e-10,3.7056829652720096e-11,1.0810128453006176e-11,1.164224580542923e-11
sub-021,Alzheimer's Disease,C4,2.620026070505547e-10,3.80469068244622e-11,1.2083242390759788e-11,1.2742103139748657e-11
sub-021,Alzheimer's Disease,P3,2.6859632906412286e-10,3.9532497199377474e-11,1.3141923679573075e-11,1.442388355221712e-11
sub-021,Alzheimer's Disease,P4,2.613885038569901e-10,3.9780781108951366e-11,1.403344001350696e-11,1.4799595023625224e-11
sub-021,Alzheimer's Disease,O1,2.656888909465638e-10,4.27722938629221e-11,1.681487656396825e-11,2.2047044982323626e-11
sub-021,Alzheimer's Disease,O2,2.6492725463286406e-10,4.275986340515824e-11,1.668882320643678e-11,2.0206733306983345e-11
sub-021,Alzheimer's Disease,F7,2.696265744575281e-10,4.2236698338304315e-11,1.7579353635302e-11,2.012872749350412e-11
sub-021,Alzheimer's Disease,F8,2.6485518452259623e-10,3.945528270052936e-11,1.2789989391615425e-11,1.3865606517648864e-11
sub-021,Alzheimer's Disease,T3,2.6493844995070597e-10,4.15277919261393e-11,1.6547917408446148e-11,1.7304487719674443e-11
sub-021,Alzheimer's Disease,T4,2.642255844196109e-10,4.208295402923005e-11,1.6673216056551254e-11,1.784532013487479e-11
sub-021,Alzheimer's Disease,T5,2.632276399150637e-10,4.2004156196004516e-11,1.830622110459632e-11,2.0442559683982233e-11
sub-021,Alzheimer's Disease,T6,2.6398476005107407e-10,4.264800273019147e-11,1.808662346208677e-11,1.9856496175566962e-11
sub-021,Alzheimer's Disease,Fz,2.6209656626139e-10,4.1487279004097856e-11,1.4151090167644494e-11,1.489532712681768e-11
sub-021,Alzheimer's Disease,Cz,2.625653568249435e-10,3.832944283294906e-11,1.210829403071547e-11,1.2374452643844681e-11
sub-021,Alzheimer's Disease,Pz,2.623119395465992e-10,3.953852432152123e-11,1.286357393889815e-11,1.3828931895701148e-11
sub-022,Alzheimer's Disease,Fp1,2.8944237608794554e-10,5.568766172475858e-11,1.9620350246587414e-11,2.006628027708325e-11
sub-022,Alzheimer's Disease,Fp2,2.76627517030826e-10,5.2563018053265915e-11,2.103541739709475e-11,1.9853285664364718e-11
sub-022,Alzheimer's Disease,F3,2.536008439914294e-10,5.008461191089822e-11,1.87965302370368e-11,1.7557719132907542e-11
sub-022,Alzheimer's Disease,F4,2.452515075877159e-10,4.688100254771932e-11,1.897388923676827e-11,1.5732760413616117e-11
sub-022,Alzheimer's Disease,C3,2.269736471270509e-10,4.111764172675178e-11,1.435933788493113e-11,1.2396481896423438e-11
sub-022,Alzheimer's Disease,C4,2.2573467088397207e-10,4.1145350315981035e-11,1.4196213322550826e-11,1.2441882828018826e-11
sub-022,Alzheimer's Disease,P3,2.3911437583907135e-10,4.847526872270813e-11,2.1096461433826436e-11,1.3026650694622948e-11
sub-022,Alzheimer's Disease,P4,2.4115034721406557e-10,4.6976798618630456e-11,1.828749848304607e-11,1.2062753812125687e-11
sub-022,Alzheimer's Disease,O1,2.611880002637974e-10,6.015164272906431e-11,4.2309253314295386e-11,1.468803371116507e-11
sub-022,Alzheimer's Disease,O2,2.4011069598974735e-10,4.968346849935061e-11,2.2821650012015788e-11,1.2430137097979641e-11
sub-022,Alzheimer's Disease,F7,2.6323727682205144e-10,5.421223727576814e-11,1.9003412099887627e-11,2.941824102718313e-11
sub-022,Alzheimer's Disease,F8,2.557607180334317e-10,5.156843232958727e-11,1.9958992601652915e-11,3.136123929218282e-11
sub-022,Alzheimer's Disease,T3,2.4549091308763363e-10,4.995663672038323e-11,1.8716117177772635e-11,1.5238173688316855e-11
sub-022,Alzheimer's Disease,T4,2.394838257208438e-10,4.919245322946196e-11,1.9972145620132207e-11,1.5851134822028267e-11
sub-022,Alzheimer's Disease,T5,2.58213239985199e-10,6.493585422353239e-11,5.0625048587489005e-11,1.6344382719338234e-11
sub-022,Alzheimer's Disease,T6,2.4216173645354053e-10,5.342012202723194e-11,2.5202434796025e-11,1.4009675944849638e-11
sub-022,Alzheimer's Disease,Fz,2.4755571727093975e-10,4.681383301552685e-11,1.868246838042091e-11,1.4518573761361357e-11
sub-022,Alzheimer's Disease,Cz,2.2957785511478533e-10,4.415664397876572e-11,1.7959993326511366e-11,1.4351712338367458e-11
sub-022,Alzheimer's Disease,Pz,2.4051577156196597e-10,5.0513145862495824e-11,1.8133352337655697e-11,1.218048219100077e-11
sub-023,Alzheimer's Disease,Fp1,2.47651927163376e-10,3.894628773698721e-11,1.600276168585388e-11,1.8065805291613165e-11
sub-023,Alzheimer's Disease,Fp2,2.532258791682614e-10,3.749020626194828e-11,1.4540990969234519e-11,1.4986966801926017e-11
sub-023,Alzheimer's Disease,F3,2.499463646188222e-10,3.7813295909381976e-11,1.601527094282755e-11,1.619279943108442e-11
sub-023,Alzheimer's Disease,F4,2.557408716939702e-10,4.003161674671158e-11,1.569764360962213e-11,1.699658748487495e-11
sub-023,Alzheimer's Disease,C3,2.4855644706379666e-10,3.3859045538423646e-11,1.311425501880448e-11,1.0562808557438314e-11
sub-023,Alzheimer's Disease,C4,2.511739830575324e-10,3.434378991107476e-11,1.2758023667550071e-11,1.0639397878935873e-11
sub-023,Alzheimer's Disease,P3,2.5377712983410144e-10,3.924291885772512e-11,1.8607917344074216e-11,1.1862038914000611e-11
