Subject,Group,Channel,Delta Power,Theta Power,Alpha Power,Beta Power
sub-012,Alzheimer's Disease,P3,2.3129014977987965e-09,5.140938228979009e-10,1.0498469377503279e-10,4.793244906757419e-11
sub-012,Alzheimer's Disease,P4,1.0173641106840808e-09,1.4493686225084333e-10,5.814919696849909e-11,3.311744748020256e-11
sub-012,Alzheimer's Disease,O1,8.674526176842744e-09,1.5304622905402128e-09,8.917317243233756e-10,9.884441474596383e-11
sub-012,Alzheimer's Disease,O2,2.1718506107463524e-09,4.3045829294183953e-10,1.3749683029082991e-10,5.035369919127709e-11
sub-012,Alzheimer's Disease,F7,8.48115109242378e-10,1.3682045363909827e-10,6.18413540812879e-11,3.525901839418485e-11
sub-012,Alzheimer's Disease,F8,8.41310377762865e-10,1.3835878219338393e-10,6.244226644734833e-11,3.716524583253084e-11
sub-012,Alzheimer's Disease,T3,8.404676523612707e-10,1.428182450428963e-10,6.32482146984809e-11,3.76176687744218e-11
sub-012,Alzheimer's Disease,T4,8.43305836639454e-10,1.3603331574272333e-10,6.088431797948663e-11,3.512195352282939e-11
sub-012,Alzheimer's Disease,T5,2.0917283918168437e-08,1.8101544033171003e-09,4.712967703522523e-10,9.381054439611754e-11
sub-012,Alzheimer's Disease,T6,8.367751582652618e-10,1.412681586144916e-10,6.374489741187623e-11,3.671420783935853e-11
sub-012,Alzheimer's Disease,Fz,9.394623467876703e-10,1.5905824389930807e-10,6.061137590243572e-11,3.567067887125047e-11
sub-012,Alzheimer's Disease,Cz,1.35223213257332e-09,1.4943504939538407e-10,6.252717010371411e-11,3.0852177668554085e-11
sub-012,Alzheimer's Disease,Pz,1.039071729474262e-09,1.3350414581907519e-10,6.032529173321223e-11,3.445492753743633e-11
sub-013,Alzheimer's Disease,Fp1,2.4216854781837266e-10,2.0681628999795347e-11,4.580826153351429e-12,1.189364735739463e-12
sub-013,Alzheimer's Disease,Fp2,2.07542419668191e-10,1.8756144514591756e-11,4.605611426224835e-12,1.0298509291542477e-12
sub-013,Alzheimer's Disease,F3,1.32796620487334e-10,1.5864262579558062e-11,3.5120860187046102e-12,7.279930303862683e-13
sub-013,Alzheimer's Disease,F4,2.2183941216514628e-10,1.8736341982556418e-11,4.335147864440572e-12,8.787770418912774e-13
sub-013,Alzheimer's Disease,C3,1.288016547444603e-10,1.4748875611178064e-11,3.491425787037372e-12,6.287409409941002e-13
sub-013,Alzheimer's Disease,C4,1.2700742905755672e-10,1.5043923067344625e-11,3.664115205660187e-12,6.455501768044315e-13
sub-013,Alzheimer's Disease,P3,1.6705008185146717e-10,1.6570655318301385e-11,3.9546193195631446e-12,7.090165329969592e-13
sub-013,Alzheimer's Disease,P4,1.4497517397813738e-10,1.8274749080330165e-11,5.875513693268916e-12,8.966674586884922e-13
sub-013,Alzheimer's Disease,O1,2.72311599633282e-10,2.4215126963648588e-11,6.372643297436484e-12,1.043580539781395e-12
sub-013,Alzheimer's Disease,O2,1.4203529691909437e-10,1.8413271139455076e-11,7.375648823564776e-12,9.124593140410534e-13
sub-013,Alzheimer's Disease,F7,1.488443767952355e-10,1.803981039720016e-11,3.961241581695712e-12,1.007450759709018e-12
sub-013,Alzheimer's Disease,F8,1.653536083364782e-10,1.6709820177413732e-11,4.241005532553537e-12,9.921932195841065e-13
sub-013,Alzheimer's Disease,T3,1.3573414425806463e-10,1.695493836430951e-11,4.0597214971984774e-12,1.0098345622591002e-12
sub-013,Alzheimer's Disease,T4,1.2763691930502585e-10,1.611389685845004e-11,4.158266231202381e-12,8.81764668696741e-13
sub-013,Alzheimer's Disease,T5,3.3297490081700324e-10,9.823385326892791e-11,2.378082984281924e-11,2.313522366450459e-12
sub-013,Alzheimer's Disease,T6,3.214380733298554e-10,3.1878128013000315e-11,6.415801850854434e-12,1.234833606247919e-12
sub-013,Alzheimer's Disease,Fz,1.2966327365290787e-10,1.6241669562587798e-11,3.5154730055164617e-12,6.483557811508865e-13
sub-013,Alzheimer's Disease,Cz,1.2995798959163872e-10,1.490806794297283e-11,3.573196849568813e-12,6.315080391328971e-13
sub-013,Alzheimer's Disease,Pz,2.0435743519873767e-10,1.7465783614087404e-11,4.37740261784604e-12,7.46950106728599e-13
sub-014,Alzheimer's Disease,Fp1,4.856607943919755e-10,4.034115979937793e-11,1.3245712258667237e-11,5.165594158322641e-12
sub-014,Alzheimer's Disease,Fp2,2.6394579192821124e-09,6.059536610647861e-10,1.8367398964540495e-10,4.565217793423707e-11
sub-014,Alzheimer's Disease,F3,2.415355833583457e-10,3.509429968294831e-11,1.3521380701804447e-11,5.629915508605184e-12
sub-014,Alzheimer's Disease,F4,2.5126467138813225e-10,3.3517240990454124e-11,1.1795649745835443e-11,4.631126869185671e-12
sub-014,Alzheimer's Disease,C3,2.2810549474998677e-10,3.376093796121706e-11,1.2733877820453946e-11,5.0000360862661025e-12
sub-014,Alzheimer's Disease,C4,2.2645176746165782e-10,3.2961588242456325e-11,1.1682376390238843e-11,4.297447733847044e-12
sub-014,Alzheimer's Disease,P3,2.306284463429871e-10,3.546059191179854e-11,1.4075578329863377e-11,5.698315193851627e-12
sub-014,Alzheimer's Disease,P4,2.285134536624042e-10,3.3599006820180274e-11,1.2038551961800194e-11,4.271246289883907e-12
sub-014,Alzheimer's Disease,O1,2.3542781220328045e-10,3.504978756337897e-11,1.2695860912596932e-11,4.493146186199951e-12
sub-014,Alzheimer's Disease,O2,2.338208006292418e-10,3.4626241733709994e-11,1.262410628132504e-11,4.4899556089544756e-12
sub-014,Alzheimer's Disease,F7,2.4764411562697293e-10,3.620387598580539e-11,1.3303981215920811e-11,5.127936187456089e-12
sub-014,Alzheimer's Disease,F8,3.1059269136644364e-10,3.726956181589488e-11,1.267148951555421e-11,4.2993195713396996e-12
sub-014,Alzheimer's Disease,T3,2.350170710499657e-10,3.539995570085515e-11,1.2845912148445689e-11,4.81118144162029e-12
sub-014,Alzheimer's Disease,T4,2.3305500199383266e-10,3.437330392010078e-11,1.215908193719844e-11,4.3544509497518576e-12
sub-014,Alzheimer's Disease,T5,2.33548365851858e-10,3.518546845618118e-11,1.2913140923565669e-11,4.8967832601524416e-12
sub-014,Alzheimer's Disease,T6,2.334936159827431e-10,3.447297220163138e-11,1.251170068124801e-11,4.4078655955421465e-12
sub-014,Alzheimer's Disease,Fz,2.3122904720971405e-10,3.314435232016253e-11,1.122032907876346e-11,4.152010835036712e-12
sub-014,Alzheimer's Disease,Cz,2.2695958579558572e-10,3.322423282082532e-11,1.177140570389204e-11,4.445386800636944e-12
sub-014,Alzheimer's Disease,Pz,2.2905311174031607e-10,3.364945382415597e-11,1.1942760463215873e-11,4.444788848198429e-12
sub-015,Alzheimer's Disease,Fp1,1.0446438413387248e-10,1.008801378796181e-11,3.833579580540238e-12,9.917973129348453e-13
sub-015,Alzheimer's Disease,Fp2,1.1316691257606835e-10,1.0705705257969743e-11,3.729460095389882e-12,1.2966047881100391e-12
sub-015,Alzheimer's Disease,F3,9.563629574322007e-11,9.408688032819725e-12,3.2535715974330073e-12,6.531841988176581e-13
sub-015,Alzheimer's Disease,F4,9.697007567978922e-11,9.720667379122266e-12,3.191446251151523e-12,6.943166908361407e-13
sub-015,Alzheimer's Disease,C3,9.405527103850506e-11,8.964139608019984e-12,2.602331713275069e-12,5.075963598267043e-13
sub-015,Alzheimer's Disease,C4,9.440184169947994e-11,9.124186148746696e-12,2.528934721387677e-12,5.04102574605192e-13
sub-015,Alzheimer's Disease,P3,9.488619896010018e-11,9.742618582936646e-12,6.44984757845553e-12,6.063658440998795e-13
sub-015,Alzheimer's Disease,P4,9.4393457621772e-11,9.46387379076447e-12,5.064866365723062e-12,5.684376391622075e-13
sub-015,Alzheimer's Disease,O1,9.573826675319404e-11,1.028461780166343e-11,9.784037657847678e-12,7.109045282533781e-13
sub-015,Alzheimer's Disease,O2,9.589694872646952e-11,1.0310141650552156e-11,1.056455900386823e-11,7.324033385461189e-13
sub-015,Alzheimer's Disease,F7,9.727809232522454e-11,9.910935961561878e-12,4.0049809551807246e-12,7.0970362305559e-13
sub-015,Alzheimer's Disease,F8,1.0033157098003715e-10,1.0154513768987e-11,3.964186895016128e-12,6.373019103155629e-13
sub-015,Alzheimer's Disease,T3,9.562958994893781e-11,9.981185265462674e-12,5.3241468090237095e-12,6.100420319598285e-13
sub-015,Alzheimer's Disease,T4,9.517321519555814e-11,9.901003139058861e-12,3.968166796108141e-12,8.260098574505781e-13
sub-015,Alzheimer's Disease,T5,9.615253587825436e-11,1.0986966528232084e-11,1.3516666410432775e-11,7.204344548718878e-13
sub-015,Alzheimer's Disease,T6,9.56040479732352e-11,1.041507747853886e-11,9.826604670011197e-12,6.735925983749366e-13
sub-015,Alzheimer's Disease,Fz,9.598185638878466e-11,9.704686086930954e-12,3.50469632096413e-12,5.763460263676532e-13
sub-015,Alzheimer's Disease,Cz,9.417688145610338e-11,9.022687347183676e-12,2.9096955616688494e-12,5.058202976932769e-13
sub-015,Alzheimer's Disease,Pz,9.439323678517742e-11,9.430103450509419e-12,6.0609247108206035e-12,5.96574872857111e-13
sub-016,Alzheimer's Disease,Fp1,2.194247756926567e-10,2.5949333619479122e-11,5.780021954275453e-12,1.0859755764041315e-12
sub-016,Alzheimer's Disease,Fp2,2.0480627931054994e-10,2.6478295987722756e-11,5.730943426839444e-12,1.0621863407899912e-12
sub-016,Alzheimer's Disease,F3,2.2740220406579603e-10,3.1398986275926384e-11,7.609320964091716e-12,1.5497975950399639e-12
sub-016,Alzheimer's Disease,F4,1.899102368865094e-10,2.4373493787644574e-11,5.440713970798974e-12,9.405050788402799e-13
sub-016,Alzheimer's Disease,C3,2.0484066360078858e-10,2.4718998220399094e-11,5.844198418103191e-12,9.385502408240071e-13
sub-016,Alzheimer's Disease,C4,1.7727785826828838e-10,2.389118847658033e-11,5.349371605572786e-12,9.165689695105437e-13
sub-016,Alzheimer's Disease,P3,1.7604357854566435e-10,2.410668198802241e-11,5.389621288128769e-12,9.050110595288172e-13
sub-016,Alzheimer's Disease,P4,1.980927220747563e-10,2.5673672227958065e-11,5.7752971515506836e-12,9.858211738163025e-13
sub-016,Alzheimer's Disease,O1,1.808273419372294e-10,2.5595294294877263e-11,5.740355852795496e-12,9.87861609141974e-13
sub-016,Alzheimer's Disease,O2,2.0613178008787453e-10,2.7605799366668073e-11,6.128060320663155e-12,1.084548643018828e-12
sub-016,Alzheimer's Disease,F7,1.956391245342731e-09,4.737359099817721e-10,7.88416084154914e-11,2.6531842915280092e-11
sub-016,Alzheimer's Disease,F8,2.0917466790161955e-10,2.5792320695209132e-11,5.815170388321384e-12,1.0222159070653684e-12
sub-016,Alzheimer's Disease,T3,1.7694758571293623e-10,2.5102236090230865e-11,5.713965526761665e-12,9.762035089827798e-13
sub-016,Alzheimer's Disease,T4,4.772548786579725e-09,7.90321497334984e-10,3.084613980071797e-10,1.3764911032265627e-10
sub-016,Alzheimer's Disease,T5,1.8857823017915753e-10,2.4897270058450466e-11,5.606804986633556e-12,9.517160595002613e-13
sub-016,Alzheimer's Disease,T6,1.8742685709847772e-10,2.6216879872846623e-11,5.978089615111494e-12,1.0468884246535451e-12
sub-016,Alzheimer's Disease,Fz,1.7883211064443044e-10,2.5372044040022216e-11,5.4870609541118155e-12,9.244329327149777e-13
sub-016,Alzheimer's Disease,Cz,1.799081484441169e-10,2.4088154196863368e-11,5.318451977628911e-12,9.125666349924049e-13
sub-016,Alzheimer's Disease,Pz,1.7872761496249135e-10,2.4304378529628195e-11,5.422761448675458e-12,9.270520174345697e-13
sub-017,Alzheimer's Disease,Fp1,1.5121920847038706e-10,1.591639577004582e-11,3.4408768985699017e-12,7.157293455002272e-13
sub-017,Alzheimer's Disease,Fp2,1.5427361983719997e-10,1.5250617457734906e-11,3.364082073156311e-12,7.670528435120931e-13
sub-017,Alzheimer's Disease,F3,1.2251419436032027e-10,1.607588456352924e-11,3.430328085939764e-12,6.900117270105634e-13
sub-017,Alzheimer's Disease,F4,1.180707810027704e-10,1.3032728134771197e-11,2.951181399397203e-12,6.418587979973454e-13
sub-017,Alzheimer's Disease,C3,1.0827846202800725e-10,1.0816437541825344e-11,2.4750542251968024e-12,5.461708518204357e-13
sub-017,Alzheimer's Disease,C4,1.1047865754164962e-10,1.1495140802219074e-11,2.5388726198360738e-12,5.502894447832894e-13
sub-017,Alzheimer's Disease,P3,1.1488150048733048e-10,1.1236374135590629e-11,3.045244056718425e-12,5.885724444538033e-13
sub-017,Alzheimer's Disease,P4,1.0856630449400969e-10,1.176851664782654e-11,3.155257103578259e-12,5.50188658842901e-13
sub-017,Alzheimer's Disease,O1,1.863467197171954e-10,1.5931460531015185e-11,4.8036585135229555e-12,8.597094935048374e-13
sub-017,Alzheimer's Disease,O2,1.3417838184586053e-10,1.3774722545529758e-11,4.6381822031822135e-12,7.10274201058272e-13
sub-017,Alzheimer's Disease,F7,1.2854139529891762e-10,1.524735054605715e-11,3.4626335065238973e-12,8.126118269398714e-13
sub-017,Alzheimer's Disease,F8,1.4145391949235515e-10,1.5261070098483388e-11,3.5588398971965477e-12,8.822227075839026e-13
sub-017,Alzheimer's Disease,T3,1.1750837594570175e-10,1.367347685273067e-11,3.0161551228709873e-12,6.805092159687111e-13
sub-017,Alzheimer's Disease,T4,2.0163544871349534e-10,1.526202964130763e-11,3.604214433144061e-12,9.653925964085868e-13
sub-017,Alzheimer's Disease,T5,1.1612128709767316e-10,1.2513547698450445e-11,3.139292583049815e-12,6.52840384260886e-13
sub-017,Alzheimer's Disease,T6,1.259292024103367e-10,1.465356534536358e-11,4.0286442434578525e-12,6.967023803492469e-13
sub-017,Alzheimer's Disease,Fz,1.1314850434627936e-10,1.442452946361156e-11,3.001018766382583e-12,5.863301134937443e-13
sub-017,Alzheimer's Disease,Cz,1.2174618819116523e-10,1.0704980891874996e-11,2.7109371099891814e-12,7.66749955011182e-13
sub-017,Alzheimer's Disease,Pz,1.1177125881849366e-10,1.106679365966758e-11,3.2214368048812774e-12,5.885582287003486e-13
sub-018,Alzheimer's Disease,Fp1,1.2236136021224515e-10,1.5169693825644087e-11,5.596360991106738e-12,1.4848001131653674e-12
sub-018,Alzheimer's Disease,Fp2,1.1001982311319263e-10,1.3859362350230006e-11,5.280561087620484e-12,1.773502753079014e-12
sub-018,Alzheimer's Disease,F3,1.0977096615779321e-10,1.524573920108371e-11,6.204695138363472e-12,1.4889998436452826e-12
sub-018,Alzheimer's Disease,F4,1.0240174705360518e-10,1.41878472363987e-11,5.554435064937212e-12,1.5904763215721946e-12
sub-018,Alzheimer's Disease,C3,1.0219412078710415e-10,1.1581542825067268e-11,4.2498889368675735e-12,1.0035055040379123e-12
sub-018,Alzheimer's Disease,C4,9.975521843899323e-11,1.1923556393643037e-11,4.1634959156527365e-12,1.0072657858450325e-12
sub-018,Alzheimer's Disease,P3,1.0719027971184861e-10,1.6426591724896445e-11,6.133783338112693e-12,9.795735545775307e-13
sub-018,Alzheimer's Disease,P4,1.0243498341879457e-10,1.3360304403784443e-11,4.620610993301132e-12,8.508955346571403e-13
sub-018,Alzheimer's Disease,O1,1.0936202042869486e-10,1.705442482168943e-11,7.0564838123293585e-12,1.0504023107750826e-12
sub-018,Alzheimer's Disease,O2,1.1060118509286364e-10,1.8320607222654754e-11,8.415393295371852e-12,1.1328556683644953e-12
sub-018,Alzheimer's Disease,F7,1.203575356496724e-10,1.8879599915426326e-11,6.254293610927248e-12,1.4765125264116677e-12
sub-018,Alzheimer's Disease,F8,1.0510778207372433e-10,1.4711585404856604e-11,6.613547903627111e-12,1.82362177876883e-12
sub-018,Alzheimer's Disease,T3,1.1556599050859202e-10,2.2470330272398457e-11,5.823211094550616e-12,1.1732450563361145e-12
sub-018,Alzheimer's Disease,T4,1.0383926229987054e-10,1.4810069732769022e-11,6.60592338772795e-12,1.2064972428334326e-12
sub-018,Alzheimer's Disease,T5,1.1198253026618817e-10,2.2783282657087365e-11,6.685429597446891e-12,1.101920440503232e-12
sub-018,Alzheimer's Disease,T6,1.0399536950385678e-10,1.8594048384374592e-11,8.437264851799746e-12,1.0284982777620117e-12
sub-018,Alzheimer's Disease,Fz,1.0446560755040082e-10,1.447371629373027e-11,5.149189449309079e-12,1.4180396133997112e-12
sub-018,Alzheimer's Disease,Cz,1.0120354491670684e-10,1.1669115654673908e-11,3.997426059044037e-12,1.8661141939831807e-12
sub-018,Alzheimer's Disease,Pz,1.0443073428839527e-10,1.4757002181670696e-11,5.9557651333883346e-12,8.98560072372025e-13
sub-019,Alzheimer's Disease,Fp1,1.077716954847282e-10,9.983124498092492e-12,3.0201128426720758e-12,8.352424639994689e-13
sub-019,Alzheimer's Disease,Fp2,1.0187024362498303e-10,9.576138168570514e-12,2.965334785640779e-12,8.181854571997332e-13
sub-019,Alzheimer's Disease,F3,8.600971292059176e-11,8.580317792912439e-12,2.4153212438391287e-12,8.579945643100154e-13
sub-019,Alzheimer's Disease,F4,8.689057997278026e-11,8.66910574027254e-12,2.5415188816431146e-12,7.612664010517528e-13
sub-019,Alzheimer's Disease,C3,8.461639610284019e-11,8.397940533043308e-12,2.241115764950604e-12,5.385830913294973e-13
sub-019,Alzheimer's Disease,C4,8.436504083479349e-11,8.389502129656286e-12,2.2272206515024926e-12,5.45731387324014e-13
sub-019,Alzheimer's Disease,P3,8.463613516047617e-11,8.552916163423024e-12,2.693465407096093e-12,5.900015823537484e-13
sub-019,Alzheimer's Disease,P4,8.506222864847566e-11,8.503015665514826e-12,2.653431487096392e-12,5.686746914085712e-13
sub-019,Alzheimer's Disease,O1,8.64914484178576e-11,8.897995947575102e-12,4.2396366398666384e-12,7.576334067264061e-13
sub-019,Alzheimer's Disease,O2,8.778790559817894e-11,8.9964362107292e-12,4.489462760825508e-12,7.646629305874249e-13
sub-019,Alzheimer's Disease,F7,9.044390365416554e-11,9.0017000698362e-12,3.3865150691050654e-12,2.316584477540065e-12
sub-019,Alzheimer's Disease,F8,9.379968841743432e-11,9.26260224756723e-12,3.3739568716604947e-12,1.0021529079683447e-12
sub-019,Alzheimer's Disease,T3,8.614258819262181e-11,8.817317661975385e-12,2.801745240695025e-12,9.267182901548757e-13
sub-019,Alzheimer's Disease,T4,8.615057625427447e-11,8.804645032210377e-12,3.206039253327357e-12,2.0874956822165943e-12
sub-019,Alzheimer's Disease,T5,8.568509228083404e-11,8.750509953690362e-12,2.9754706894002678e-12,6.970540429418357e-13
sub-019,Alzheimer's Disease,T6,8.643217176459595e-11,8.739715049626882e-12,3.1069235300414205e-12,7.186983390958007e-13
sub-019,Alzheimer's Disease,Fz,8.59690986307145e-11,8.551446246459048e-12,2.357406033515862e-12,6.077114213105057e-13
sub-019,Alzheimer's Disease,Cz,8.456952711388203e-11,8.40803509300884e-12,2.1768569498536815e-12,5.063169375607747e-13
sub-019,Alzheimer's Disease,Pz,8.492007387487352e-11,8.499688334655886e-12,2.7073474046091674e-12,5.576761834955221e-13
sub-020,Alzheimer's Disease,Fp1,1.5349727840018846e-10,1.2717108132678208e-11,2.9808094776605693e-12,8.032796067609133e-13
sub-020,Alzheimer's Disease,Fp2,1.595163698727846e-10,1.3646507254094816e-11,3.145651440963433e-12,8.50035713724528e-13
sub-020,Alzheimer's Disease,F3,1.0529630323701981e-10,9.813779042695929e-12,2.4912466072380476e-12,6.363367573538645e-13
sub-020,Alzheimer's Disease,F4,1.0608475743055417e-10,1.0055916312213302e-11,2.569455875778213e-12,6.373243831735331e-13
sub-020,Alzheimer's Disease,C3,9.875970286942694e-11,9.036290267817189e-12,2.121804613969498e-12,5.010882005676475e-13
sub-020,Alzheimer's Disease,C4,9.881395257748517e-11,8.95255180414063e-12,2.1291080941251764e-12,5.013175130863785e-13
sub-020,Alzheimer's Disease,P3,9.884340717522756e-11,9.405910324444393e-12,2.3642456866622467e-12,5.166406589299656e-13
sub-020,Alzheimer's Disease,P4,9.92200066827753e-11,9.402760105571806e-12,2.4926661483271935e-12,5.3177549968222e-13
sub-020,Alzheimer's Disease,O1,1.003750714319409e-10,1.0217544287932421e-11,3.1280588322384992e-12,6.33348245725759e-13
sub-020,Alzheimer's Disease,O2,1.0062492549761274e-10,1.0242050683806928e-11,3.2607274618423176e-12,6.43799031669371e-13
sub-020,Alzheimer's Disease,F7,1.1276979515901174e-10,1.2235232053330672e-11,3.275203951723356e-12,1.2599621069354119e-12
sub-020,Alzheimer's Disease,F8,1.0946254425094567e-10,1.165592745885857e-11,3.1195215594451337e-12,8.524326153227497e-13
sub-020,Alzheimer's Disease,T3,1.0234623867547292e-10,1.1180899893325189e-11,2.8065265431958298e-12,7.837572862608038e-13
sub-020,Alzheimer's Disease,T4,1.0232366161853079e-10,1.0403614696968199e-11,2.8248663281548165e-12,8.28847144047396e-13
sub-020,Alzheimer's Disease,T5,9.969463837798586e-11,1.0422310926785424e-11,2.9367660682199305e-12,6.545443427016871e-13
sub-020,Alzheimer's Disease,T6,1.0069125072923263e-10,1.0328846883382518e-11,3.1872266660210547e-12,6.770364742503505e-13
sub-020,Alzheimer's Disease,Fz,1.057631840452903e-10,9.591296417050929e-12,2.4699649252755615e-12,5.405052771496173e-13
sub-020,Alzheimer's Disease,Cz,9.976076685550279e-11,9.076696998668342e-12,2.2025950692524045e-12,4.916251424787856e-13
sub-020,Alzheimer's Disease,Pz,9.885554153149725e-11,9.196287063313382e-12,2.268649406344904e-12,4.961855586351132e-13
sub-021,Alzheimer's Disease,Fp1,1.2584939057962596e-10,1.2898446014840056e-11,3.2082353196721137e-12,1.425675085113886e-12
sub-021,Alzheimer's Disease,Fp2,1.1991809772015088e-10,1.1554387080113188e-11,2.988832168414246e-12,1.3061024501840904e-12
sub-021,Alzheimer's Disease,F3,1.0018718973977517e-10,1.0164294528983024e-11,2.729796170782027e-12,8.564633056301603e-13
sub-021,Alzheimer's Disease,F4,1.0116628362693644e-10,1.0089251577805389e-11,2.682252010130304e-12,1.046184956698746e-12
sub-021,Alzheimer's Disease,C3,9.753156835771017e-11,9.348474617801207e-12,2.316076436009549e-12,5.627417937439961e-13
sub-021,Alzheimer's Disease,C4,9.83363055146899e-11,9.456154856360247e-12,2.310557600441143e-12,5.771971864029991e-13
sub-021,Alzheimer's Disease,P3,1.0701903467032268e-10,1.0525172614836442e-11,3.032259488326523e-12,7.960399858807969e-13
sub-021,Alzheimer's Disease,P4,9.98459032633352e-11,9.928686988325686e-12,2.7396493368190058e-12,6.97841654877289e-13
sub-021,Alzheimer's Disease,O1,1.0252953465966808e-10,1.0773242095138245e-11,3.5489181388791225e-12,1.1513917413331388e-12
sub-021,Alzheimer's Disease,O2,1.0221072607846498e-10,1.0741948972293712e-11,3.39567954707774e-12,1.0051467121953404e-12
sub-021,Alzheimer's Disease,F7,1.0638563302374533e-10,1.1612788506389773e-11,4.3047182044104e-12,1.068193854329344e-12
sub-021,Alzheimer's Disease,F8,1.1389640372921918e-10,1.2006807495083836e-11,3.81238164619638e-12,1.1515986417585105e-12
sub-021,Alzheimer's Disease,T3,1.0077288419102746e-10,1.076130683643863e-11,4.007687953679059e-12,8.90075357822239e-13
sub-021,Alzheimer's Disease,T4,1.025054229219635e-10,1.0855897670697778e-11,3.570470305286195e-12,9.097729062181066e-13
sub-021,Alzheimer's Disease,T5,9.9734625957445e-11,1.0418179166945299e-11,3.948278659086251e-12,1.0679445631623556e-12
sub-021,Alzheimer's Disease,T6,1.0319283097105325e-10,1.1105011686885094e-11,3.800890473187968e-12,9.990854046273038e-13
sub-021,Alzheimer's Disease,Fz,9.898042246954503e-11,1.0348899234642963e-11,2.7435831189275933e-12,6.943033217080804e-13
sub-021,Alzheimer's Disease,Cz,9.817261618081336e-11,9.403020937465272e-12,2.2775532905958155e-12,5.716536811577525e-13
sub-021,Alzheimer's Disease,Pz,9.92657649877293e-11,9.702296573160133e-12,2.5180295216938613e-12,6.540400829289496e-13
sub-022,Alzheimer's Disease,Fp1,1.5106931301120756e-10,1.724141059940952e-11,4.210290075203279e-12,1.3216401538588193e-12
sub-022,Alzheimer's Disease,Fp2,1.6145312609662176e-10,1.7159188912751256e-11,4.503626412608462e-12,1.3322856211263537e-12
sub-022,Alzheimer's Disease,F3,1.1046150467541979e-10,1.4828661408661096e-11,3.7765738184999494e-12,1.1216659581170188e-12
sub-022,Alzheimer's Disease,F4,1.1001544925567014e-10,1.469058608508271e-11,3.76385620967989e-12,1.0753643123493263e-12
sub-022,Alzheimer's Disease,C3,9.514272451704455e-11,1.2655435101332193e-11,3.0196344527288768e-12,8.16743756413843e-13
sub-022,Alzheimer's Disease,C4,9.834769392757239e-11,1.2671548964407403e-11,3.0749210465357294e-12,8.11395538818711e-13
sub-022,Alzheimer's Disease,P3,9.936707626319946e-11,1.5113947515258846e-11,4.5120938753626454e-12,8.493711659200132e-13
sub-022,Alzheimer's Disease,P4,1.0405622490907163e-10,1.4371115861808657e-11,4.03874990258602e-12,7.855152811847111e-13
sub-022,Alzheimer's Disease,O1,1.1558440147246415e-10,1.8885120955370504e-11,8.216829239070553e-12,1.0015356182631106e-12
sub-022,Alzheimer's Disease,O2,1.126647838615196e-10,1.610493937962447e-11,5.189526117548669e-12,9.009587712625579e-13
sub-022,Alzheimer's Disease,F7,1.1944727671276493e-10,1.6556024538816253e-11,4.339418170300925e-12,2.356999845172106e-12
sub-022,Alzheimer's Disease,F8,2.874579138379241e-10,1.1581420595543406e-10,3.075010950546574e-11,6.649888398766708e-12
sub-022,Alzheimer's Disease,T3,1.0419676816542832e-10,1.523803910838248e-11,4.243867558971108e-12,1.0000980552119875e-12
sub-022,Alzheimer's Disease,T4,1.0956398980354544e-10,1.5492988240815595e-11,4.475999704883662e-12,1.0540873380556092e-12
sub-022,Alzheimer's Disease,T5,1.0969343654340897e-10,1.923084526903131e-11,9.80127610814358e-12,1.0871044656538477e-12
sub-022,Alzheimer's Disease,T6,1.074386704130577e-10,1.6207630480496794e-11,5.498227996272384e-12,9.210512242072131e-13
sub-022,Alzheimer's Disease,Fz,1.070668379079283e-10,1.4173045433186825e-11,3.594775084091408e-12,8.891009299794543e-13
sub-022,Alzheimer's Disease,Cz,9.508569458873637e-11,1.3042194569960958e-11,3.49249824905067e-12,8.879946459232458e-13
sub-022,Alzheimer's Disease,Pz,1.1053892580139444e-10,1.5896979462034225e-11,4.38448333182902e-12,9.542341960911827e-13
sub-023,Alzheimer's Disease,Fp1,5.769187306054314e-10,1.3398020876360026e-10,3.066055476841071e-11,9.229241866426479e-12
sub-023,Alzheimer's Disease,Fp2,5.764528886117642e-10,1.346812098852687e-10,3.078165806071694e-11,8.982621909572755e-12
sub-023,Alzheimer's Disease,F3,5.330395555784463e-10,1.3547036067602757e-10,3.0593618230702795e-11,8.8451398005323e-12
sub-023,Alzheimer's Disease,F4,5.06481480131579e-10,1.1590316217064747e-10,2.4545574286475952e-11,7.013057882547244e-12
sub-023,Alzheimer's Disease,C3,5.390080772780557e-10,1.4290531903638343e-10,3.18106874552328e-11,9.152700094334094e-12
sub-023,Alzheimer's Disease,C4,6.225173601336831e-10,1.518599757157189e-10,4.6702553665124645e-11,7.379087725542586e-12
sub-023,Alzheimer's Disease,P3,5.404305597343992e-10,1.39143049214703e-10,3.217641412060718e-11,8.578579082510377e-12
sub-023,Alzheimer's Disease,P4,1.7474115116211129e-09,4.116279369289637e-10,1.5737590210560383e-10,5.010394791628005e-11
sub-023,Alzheimer's Disease,O1,7.729045084293745e-10,1.2567435340894738e-10,3.782983430652474e-11,7.341754843359238e-12
sub-023,Alzheimer's Disease,O2,3.1145719236017303e-09,5.447218266333273e-10,1.1586745037713012e-10,2.302091918370031e-11
sub-023,Alzheimer's Disease,F7,5.216915982598802e-10,1.2349125689191091e-10,2.721715390375884e-11,8.107020122802812e-12
